,Unnamed: 0,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
6700,6700,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Radiant heating"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-02-12,2024-08-23,R24000117591,t,558779685,93.0,11.0,41.79491,-87.59447,2.0,1.0,0.0,1.0,96.0,1.0,90,2.0,90.0,18,46,76,168,17.0,17.0,1.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,2.33
6701,6701,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near South Side,Entire rental unit,Entire home/apt,2 baths,"[""Refrigerator"", ""BBQ grill"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,t,107434423,96.0,11.1,41.8670646,-87.6231114,6.0,2.0,3.0,3.0,332.0,32.0,1125,35.8,1125.0,0,0,0,137,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.41
6702,6702,William,2016-03-20,"Chicago, IL",within a few hours,100.0,f,Lake View East,"['email', 'phone']",t,t,No specified,Lake View,Entire rental unit,Entire home/apt,1 bath,"[""Self check-in"", ""Wifi"", ""Heating"", ""Sonos Bluetooth sound system"", ""Shampoo"", ""Hangers"", ""Bathtub"", ""TV"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Lockbox"", ""Clothing storage: closet"", ""Body soap"", ""Paid washer \u2013 In building"", ""Conditioner"", ""Bed linens"", ""Cleaning products"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2024-07-07,2024-07-07,Without license,f,63803962,96.0,1.0,41.933459040521,-87.65053443610668,1.0,1.0,1.0,1.0,70.0,32.0,64,32.0,64.0,2,2,2,120,1.0,1.0,0.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,0.41
6703,6703,Samuel,2015-06-16,"Hinsdale, IL",within an hour,100.0,t,West Town,"['email', 'phone']",t,t,No specified,West Town,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Ping pong table"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Free residential garage on premises"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Bathtub"", ""Room-darkening shades"", ""Public Goods shampoo"", ""Clothing storage"", ""TV"", ""Central air conditioning"", ""Pool table"", ""Long term stays allowed"", ""Hot water kettle"", ""Public Goods conditioner"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Freezer"", ""Baking sheet"", ""Public Goods body soap"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave"", ""Hot water""]",t,2024-02-25,2024-09-09,R23000111338,f,35968026,97.0,11.0,41.9095828,-87.6790482,10.0,2.0,3.0,5.0,330.0,2.0,365,3.8,365.0,13,35,65,245,30.0,30.0,3.0,4.93,4.87,4.9,4.9,4.93,5.0,4.77,4.37
6704,6704,Mary,2016-01-04,"Chicago, IL",within an hour,100.0,t,Avondale,"['email', 'phone']",t,t,No specified,Avondale,Private room in rental unit,Private room,1 bath,"[""Lock on bedroom door"", ""BBQ grill"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",t,31/12/2030,31/12/2030,Without license,f,53292317,90.0,4.0,41.93555767255773,-87.71176222245558,1.0,1.0,1.0,1.0,52.0,32.0,365,32.0,365.0,13,43,73,253,0.0,0.0,0.0,4.8,4.87,4.9,4.8,4.96,4.9,4.8,3.75
6705,6705,Amy,2020-08-12,No location,within an hour,97.0,t,River North,"['email', 'phone']",t,t,No specified,Logan Square,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Long term stays allowed"", ""Hot water kettle"", ""Outdoor dining area"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-18,2024-08-25,R23000102753,t,361968698,100.0,17.0,41.91504,-87.6852,8.0,2.0,2.0,4.0,209.0,2.0,365,2.0,365.0,16,40,65,245,23.0,23.0,1.0,4.78,4.78,4.74,4.78,4.96,4.87,4.78,3.75
6706,6706,Briana,2017-02-16,"Chicago, IL",within a day,100.0,f,Old Town Triangle,"['email', 'phone']",t,t,No specified,Lincoln Park,Entire guest suite,Entire home/apt,1 bath,"[""Shower gel"", ""Wifi"", ""Central heating"", ""Coffee"", ""Shampoo"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Ceiling fan"", ""Hot water""]",t,2024-02-18,2024-09-15,R24000113764,f,116678271,82.0,2.0,41.9122039,-87.63635579999999,2.0,1.0,0.0,1.0,141.0,1.0,365,2.0,365.0,3,11,11,171,24.0,24.0,1.2,4.79,4.79,4.83,5.0,4.92,5.0,4.63,3.38
6707,6707,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Radiant heating"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-08,2024-09-02,R23000109922,t,558779685,93.0,11.0,41.79386785804574,-87.59036813051068,2.0,1.0,0.0,1.0,92.0,2.0,90,2.0,90.0,0,0,0,0,29.0,29.0,3.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,4.48
6708,6708,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-24,2024-08-05,R23000109852,f,558779685,93.0,11.0,41.80185480950497,-87.59525061457694,2.0,1.0,1.0,1.0,96.0,1.0,90,2.0,90.0,18,40,70,162,15.0,15.0,0.0,4.47,4.67,4.47,4.8,4.87,4.67,4.47,2.53
6709,6709,Cloud9,2019-03-14,No location,within an hour,100.0,t,West Loop/Greektown,['phone'],t,t,Neighborhood highlights,Loop,Entire rental unit,Entire home/apt,2 baths,"[""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Gym"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Elevator"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Pool"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-11,2024-08-23,R24000113445,t,248760412,98.0,11.1,41.885569,-87.63473669999999,6.0,2.0,3.0,3.0,162.9,2.0,365,2.4,1125.0,14,35,59,334,7.0,7.0,1.0,4.86,4.86,5.0,5.0,4.9,4.71,4.86,1.1
6710,6710,Andre,2017-11-18,"San Francisco, CA",Not defined,0.0,f,Not specified,"['email', 'phone']",t,t,No specified,Bridgeport,Entire home,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Washer"", ""Body soap"", ""Private BBQ grill"", ""Dishes and silverware"", ""Bed linens"", ""Cleaning products"", ""Essentials"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-08-28,2024-08-28,Without license,f,159246465,96.0,1.0,41.8298665,-87.6485523,6.0,1.0,2.0,3.0,109.0,32.0,120,32.0,120.0,8,38,68,279,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
6711,6711,Ola,2016-01-09,"Chicago, IL",within an hour,100.0,t,Lincoln Park,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Park,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Arcade games"", ""Smart lock"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Outdoor dining area"", ""Washer"", ""Coffee maker"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 611 Mbps"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Outdoor playground"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-15,2024-09-15,R22000077021,t,53986909,100.0,4.0,41.9318544,-87.6686795,3.0,1.0,0.0,2.0,119.0,2.0,365,2.0,1125.0,6,22,47,322,25.0,25.0,2.0,4.96,4.92,4.96,4.84,5.0,4.92,4.84,4.01
6712,6712,Bianca,2016-08-28,No location,within an hour,94.0,f,South Shore,"['email', 'phone']",t,t,No specified,South Shore,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Central heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Babysitter recommendations"", ""Dining table"", ""Coffee"", ""Samsung stainless steel gas stove"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave"", ""Hot water""]",t,2024-08-11,2024-09-01,R24000119385,f,92234181,100.0,2.0,41.9,-87.58155,8.0,1.0,3.0,5.0,120.0,2.0,364,2.0,364.0,22,50,80,354,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,3.95
6713,6713,Enrico,2015-03-30,"Chicago, IL",within an hour,100.0,t,Portage Park,"['email', 'phone']",t,t,Neighborhood highlights,Portage Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Coffee"", ""Shampoo"", ""Heating - split type ductless system"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Long term stays allowed"", ""Lockbox"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-10,2024-09-08,R24000114442,f,30278955,97.0,1.0,41.9517291,-87.75140259999999,5.0,1.0,2.0,3.0,212.0,2.0,365,2.0,365.0,20,47,72,162,23.0,23.0,4.0,4.91,4.96,4.91,4.83,5.0,4.91,4.78,3.59
6714,6714,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-02-29,2024-08-30,R23000109484,t,558779685,93.0,11.0,41.80233,-87.59274,2.0,1.0,0.0,1.0,97.0,1.0,90,2.0,90.0,5,30,60,152,7.0,7.0,1.0,4.8,4.43,4.9,4.71,5.0,4.71,4.8,1.04
6715,6715,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-02-14,2024-07-30,R23000109869,t,558779685,93.0,11.0,41.80223,-87.59113,2.0,1.0,1.0,1.0,115.0,1.0,90,2.0,90.0,11,29,59,75,14.0,14.0,0.0,4.79,4.79,4.57,4.71,4.9,4.71,4.79,1.94
6716,6716,Marie,2024-01-26,"Chicago, IL",within an hour,100.0,f,Hyde Park,"['email', 'phone']",t,t,Neighborhood highlights,Hyde Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-02-17,2024-08-19,R24000117600,t,558779685,93.0,11.0,41.80125,-87.59123,2.0,1.0,1.0,1.0,98.0,1.0,90,2.0,90.0,13,35,65,81,19.0,19.0,1.0,4.8,4.47,4.9,4.79,4.68,4.89,4.8,2.66
6717,6717,Wes,2016-10-16,United States,within an hour,99.0,t,Northeast,"['email', 'phone']",t,t,No specified,Edgewater,Entire home,Entire home/apt,1 bath,"[""Shower gel"", ""Bidet"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Dining table"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Long term stays allowed"", ""Central air conditioning"", ""Lockbox"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises \u2013 2 spaces"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Blender"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,f,99936845,94.0,28.0,41.98516,-87.67228,3.0,1.0,2.0,1.0,165.0,32.0,64,32.0,64.0,30,60,90,180,0.0,0.0,0.0,4.8,4.47,4.9,4.8,5.0,4.9,4.8,1.46
6718,6718,Anthony,2024-02-02,"Chicago, IL",within an hour,100.0,f,Garfield Park,"['email', 'phone']",t,t,Neighborhood highlights,North Lawndale,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Toaster"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Blender"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-17,2024-08-25,R24000113491,t,559986243,97.0,1.0,41.86955704681826,-87.70628096672895,6.0,2.0,2.0,4.0,150.0,2.0,60,2.0,60.0,12,34,64,244,9.0,9.0,2.0,4.78,4.78,4.78,5.0,5.0,4.9,4.44,1.46
6719,6719,John,2022-12-17,"Chicago, IL",within an hour,100.0,t,Crystal Beach,"['email', 'phone']",t,t,No specified,Lincoln Park,Entire rental unit,Entire home/apt,2 baths,"[""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Crib"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Outdoor dining area"", ""Washer"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Indoor fireplace"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2024-05-12,2024-09-08,R24000115035,t,491739392,97.0,4.0,41.91983,-87.64223,6.0,2.0,2.0,2.0,297.0,2.0,365,3.3,365.0,13,31,57,331,16.0,16.0,3.0,4.94,5.0,5.0,4.94,5.0,5.0,4.75,3.72
6720,6720,Tim,2019-02-01,"Chicago, IL",within an hour,100.0,f,Sheffield & DePaul,"['email', 'phone']",t,f,Neighborhood highlights,Lincoln Park,Entire rental unit,Entire home/apt,1 bath,"[""BBQ grill"", ""First aid kit"", ""Single oven"", ""Wifi"", ""Pets allowed"", ""Self check-in"", ""Heating"", ""Free dryer \u2013 In unit"", ""Babysitter recommendations"", ""Dining table"", ""Coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Stainless steel electric stove"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Kitchenaid refrigerator"", ""Washer"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Standalone high chair - always at the listing"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-06-03,2024-09-15,R24000115278,f,240414922,100.0,2.0,41.92498329423376,-87.65521222324577,4.0,1.0,1.0,3.0,168.0,1.0,365,2.8,365.0,7,33,56,131,18.0,18.0,1.2,4.89,4.89,4.94,5.0,5.0,4.89,4.61,5.05
6721,6721,Cloud9,2019-03-14,No location,within an hour,100.0,t,West Loop/Greektown,['phone'],t,t,Neighborhood highlights,Near West Side,Entire rental unit,Entire home/apt,2 baths,"[""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Noise decibel monitors on property"", ""Dryer"", ""Stove"", ""Shampoo"", ""Gym"", ""Hangers"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer"", ""Elevator"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Pool"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Safe"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-02-23,2024-09-02,R23000110923,t,248760412,98.0,11.1,41.88347,-87.65881,5.0,2.0,2.0,3.0,162.9,2.0,365,2.4,1125.0,25,55,85,357,18.0,18.0,1.0,4.67,4.67,4.78,4.9,4.72,4.72,4.5,2.6
